,datetime,open,high,low,close,volume,sig_sma
3806,2025-06-09 10:00:00+00:00,106612.53,107464.77,106565.3,107179.7,1524.83,1.0
3807,2025-06-09 11:00:00+00:00,107179.7,107806.0,107146.18,107759.21,1299.03,1.0
3808,2025-06-09 12:00:00+00:00,107759.21,107990.0,107540.22,107750.39,875.22,1.0
3809,2025-06-09 13:00:00+00:00,107750.39,107893.4,106860.0,107026.47,1035.49,1.0
3810,2025-06-09 14:00:00+00:00,107026.48,108000.0,107026.48,107610.33,1005.78,1.0
3811,2025-06-09 15:00:00+00:00,107610.32,108020.0,107522.79,107635.91,627.95,1.0
3812,2025-06-09 16:00:00+00:00,107635.91,108127.16,107635.91,107697.51,895.94,1.0
3813,2025-06-09 17:00:00+00:00,107697.52,108422.28,107659.35,108337.56,661.82,1.0
3814,2025-06-09 18:00:00+00:00,108337.57,108552.44,108284.5,108446.18,521.18,1.0
3815,2025-06-09 19:00:00+00:00,108446.18,108767.24,108339.68,108564.72,610.53,1.0
3816,2025-06-09 20:00:00+00:00,108565.86,108736.19,108456.08,108706.74,326.06,1.0
3817,2025-06-09 21:00:00+00:00,108706.74,110530.17,108706.73,109973.75,3520.03,1.0
3818,2025-06-09 22:00:00+00:00,109973.74,110420.0,109734.92,110177.28,1243.7,1.0
3819,2025-06-09 23:00:00+00:00,110177.28,110313.99,109866.18,110263.02,961.35,1.0
3820,2025-06-10 00:00:00+00:00,110263.02,110311.82,109909.54,109913.91,893.59,1.0
3821,2025-06-10 01:00:00+00:00,109913.91,109953.98,109648.29,109788.57,524.98,1.0
3822,2025-06-10 02:00:00+00:00,109788.58,109788.58,109381.24,109650.94,568.91,1.0
3823,2025-06-10 03:00:00+00:00,109650.95,109684.89,109382.38,109568.02,369.21,1.0
3824,2025-06-10 04:00:00+00:00,109568.03,109649.98,109366.0,109528.55,369.47,1.0
3825,2025-06-10 05:00:00+00:00,109528.55,109737.68,109200.0,109310.49,529.39,1.0
3826,2025-06-10 06:00:00+00:00,109310.49,109650.0,109161.0,109502.68,427.49,1.0
3827,2025-06-10 07:00:00+00:00,109502.69,109517.16,109095.67,109205.14,990.65,1.0
3828,2025-06-10 08:00:00+00:00,109205.14,109415.1,109056.9,109082.65,522.62,1.0
3829,2025-06-10 09:00:00+00:00,109082.65,109521.84,109065.14,109508.78,615.64,1.0
3830,2025-06-10 10:00:00+00:00,109508.78,109573.3,109275.43,109303.61,324.79,1.0
3831,2025-06-10 11:00:00+00:00,109303.61,109851.8,109199.81,109541.28,881.82,1.0
3832,2025-06-10 12:00:00+00:00,109541.93,109700.0,109415.62,109697.76,554.19,1.0
3833,2025-06-10 13:00:00+00:00,109697.75,109900.81,108888.88,109305.28,1408.68,1.0
3834,2025-06-10 14:00:00+00:00,109305.28,109332.45,108468.29,108620.01,1840.5,1.0
3835,2025-06-10 15:00:00+00:00,108620.0,109199.99,108331.03,109015.42,1443.69,1.0
3836,2025-06-10 16:00:00+00:00,109015.41,109251.41,108690.59,108720.61,536.45,1.0
3837,2025-06-10 17:00:00+00:00,108720.61,109064.06,108616.68,108711.37,359.47,1.0
3838,2025-06-10 18:00:00+00:00,108711.37,109480.67,108518.86,109282.38,477.72,1.0
3839,2025-06-10 19:00:00+00:00,109282.38,110400.0,109282.37,109526.3,1266.2,1.0
3840,2025-06-10 20:00:00+00:00,109526.3,110018.07,109239.68,109960.0,609.63,1.0
3841,2025-06-10 21:00:00+00:00,109960.01,110000.0,109420.0,109863.07,454.0,1.0
3842,2025-06-10 22:00:00+00:00,109863.06,110181.1,109610.4,109727.87,482.12,1.0
3843,2025-06-10 23:00:00+00:00,109727.88,110299.73,109600.0,110274.39,620.64,1.0
3844,2025-06-11 00:00:00+00:00,110274.39,110274.4,109780.0,109825.54,496.62,1.0
3845,2025-06-11 01:00:00+00:00,109825.55,109832.94,109565.1,109605.53,388.64,1.0
3846,2025-06-11 02:00:00+00:00,109605.53,109858.22,109533.97,109677.03,257.15,1.0
3847,2025-06-11 03:00:00+00:00,109677.03,109858.23,109622.03,109722.95,251.2,-1.0
3848,2025-06-11 04:00:00+00:00,109722.95,109735.24,109552.68,109562.75,173.11,-1.0
3849,2025-06-11 05:00:00+00:00,109562.75,109650.59,109430.38,109468.03,198.18,-1.0
3850,2025-06-11 06:00:00+00:00,109468.04,109679.24,109373.67,109595.01,322.82,-1.0
3851,2025-06-11 07:00:00+00:00,109595.02,109745.29,109446.73,109446.74,306.34,-1.0
3852,2025-06-11 08:00:00+00:00,109446.74,109675.69,109446.73,109576.02,413.73,-1.0
3853,2025-06-11 09:00:00+00:00,109576.03,109603.57,109233.62,109269.83,579.77,-1.0
3854,2025-06-11 10:00:00+00:00,109269.82,109468.67,109200.0,109373.12,390.99,-1.0
3855,2025-06-11 11:00:00+00:00,109373.13,109391.75,109193.89,109252.09,249.31,-1.0
3856,2025-06-11 12:00:00+00:00,109252.1,109927.04,109008.82,109714.87,1297.28,1.0
3857,2025-06-11 13:00:00+00:00,109714.87,109900.0,109301.42,109684.0,948.35,1.0
3858,2025-06-11 14:00:00+00:00,109684.0,110392.01,109650.94,109866.69,1345.14,1.0
3859,2025-06-11 15:00:00+00:00,109866.69,110042.9,109660.72,109735.7,808.49,1.0
3860,2025-06-11 16:00:00+00:00,109735.7,109815.84,109341.79,109439.38,689.47,1.0
3861,2025-06-11 17:00:00+00:00,109439.38,109768.85,108964.16,108984.72,725.01,-1.0
3862,2025-06-11 18:00:00+00:00,108984.72,109072.91,108412.01,108807.25,963.36,-1.0
3863,2025-06-11 19:00:00+00:00,108807.25,108960.0,108576.0,108742.37,459.74,-1.0
3864,2025-06-11 20:00:00+00:00,108742.37,109001.5,108480.0,108906.44,360.28,1.0
3865,2025-06-11 21:00:00+00:00,108906.45,109219.51,108367.94,108508.18,462.9,-1.0
3866,2025-06-11 22:00:00+00:00,108508.17,108633.38,108064.0,108443.38,692.16,-1.0
3867,2025-06-11 23:00:00+00:00,108443.38,108691.87,108324.0,108645.12,335.9,-1.0
3868,2025-06-12 00:00:00+00:00,108645.13,108813.55,108326.55,108705.99,394.57,-1.0
3869,2025-06-12 01:00:00+00:00,108706.0,108706.0,108258.49,108515.99,531.46,-1.0
3870,2025-06-12 02:00:00+00:00,108515.99,108759.0,108390.34,108400.52,897.03,-1.0
3871,2025-06-12 03:00:00+00:00,108400.52,108448.03,107730.0,107860.05,1933.74,-1.0
3872,2025-06-12 04:00:00+00:00,107860.04,107917.41,107320.0,107765.12,841.48,-1.0
3873,2025-06-12 05:00:00+00:00,107765.13,107922.43,107593.67,107746.91,355.94,-1.0
3874,2025-06-12 06:00:00+00:00,107746.91,107993.58,107640.33,107909.02,438.09,-1.0
3875,2025-06-12 07:00:00+00:00,107909.02,107961.01,107438.65,107633.53,702.2,-1.0
3876,2025-06-12 08:00:00+00:00,107633.53,107835.83,107440.13,107731.67,406.94,-1.0
3877,2025-06-12 09:00:00+00:00,107731.67,107771.55,107488.95,107507.35,309.44,-1.0
3878,2025-06-12 10:00:00+00:00,107507.35,107518.85,107200.0,107323.16,521.82,-1.0
3879,2025-06-12 11:00:00+00:00,107323.16,107349.31,106874.47,106900.95,628.23,-1.0
3880,2025-06-12 12:00:00+00:00,106900.95,107431.82,106870.0,106988.54,763.34,-1.0
3881,2025-06-12 13:00:00+00:00,106988.55,107198.75,106600.0,107070.8,920.73,-1.0
3882,2025-06-12 14:00:00+00:00,107070.8,107721.17,107070.8,107612.69,862.26,-1.0
3883,2025-06-12 15:00:00+00:00,107612.7,107822.5,106890.88,107020.95,655.01,-1.0
3884,2025-06-12 16:00:00+00:00,107020.96,107858.32,106985.38,107744.71,562.61,-1.0
3885,2025-06-12 17:00:00+00:00,107744.7,108450.16,107702.42,108287.4,769.25,-1.0
3886,2025-06-12 18:00:00+00:00,108287.4,108419.21,107229.47,107561.35,522.23,-1.0
3887,2025-06-12 19:00:00+00:00,107561.36,107879.92,106680.0,106788.8,704.96,-1.0
3888,2025-06-12 20:00:00+00:00,106789.8,106960.77,105772.73,105973.62,2315.94,-1.0
3889,2025-06-12 21:00:00+00:00,105973.61,106430.39,105860.9,105894.31,679.89,-1.0
3890,2025-06-12 22:00:00+00:00,105894.32,106225.4,105726.65,105890.7,576.45,-1.0
3891,2025-06-12 23:00:00+00:00,105890.69,106140.0,105671.72,105671.73,485.13,-1.0
3892,2025-06-13 00:00:00+00:00,105671.74,105694.0,103213.87,103797.81,5330.12,-1.0
3893,2025-06-13 01:00:00+00:00,103797.81,103938.59,102664.31,103773.65,3550.74,-1.0
3894,2025-06-13 02:00:00+00:00,103773.65,103976.64,103065.58,103641.21,1362.17,-1.0
3895,2025-06-13 03:00:00+00:00,103641.2,104590.0,103605.12,104277.22,1292.28,-1.0
3896,2025-06-13 04:00:00+00:00,104277.22,104506.36,103782.75,104404.52,700.32,-1.0
3897,2025-06-13 05:00:00+00:00,104404.52,104450.0,104000.0,104002.25,650.15,-1.0
3898,2025-06-13 06:00:00+00:00,104002.26,104722.5,103825.11,104704.26,812.3,-1.0
3899,2025-06-13 07:00:00+00:00,104704.27,104970.12,104376.43,104895.0,1192.25,-1.0
3900,2025-06-13 08:00:00+00:00,104895.01,105434.34,104690.85,104739.45,1404.59,-1.0
3901,2025-06-13 09:00:00+00:00,104739.44,104916.0,104500.0,104830.36,688.51,-1.0
3902,2025-06-13 10:00:00+00:00,104830.36,104925.1,104425.79,104874.01,531.1,-1.0
3903,2025-06-13 11:00:00+00:00,104874.0,105045.79,104640.0,105039.48,522.5,-1.0
3904,2025-06-13 12:00:00+00:00,105039.48,105290.14,104822.36,104852.29,768.81,-1.0
3905,2025-06-13 13:00:00+00:00,104852.28,105300.0,104674.14,104732.44,853.82,-1.0
3906,2025-06-13 14:00:00+00:00,104732.82,105011.76,104118.0,104970.74,1137.67,-1.0
3907,2025-06-13 15:00:00+00:00,104970.74,105747.47,104860.0,105436.87,1140.75,-1.0
3908,2025-06-13 16:00:00+00:00,105436.87,105981.0,105308.83,105783.66,1087.36,-1.0
3909,2025-06-13 17:00:00+00:00,105783.65,105783.65,104867.65,105390.94,775.14,-1.0
3910,2025-06-13 18:00:00+00:00,105390.94,105480.0,104668.73,105193.04,631.03,-1.0
3911,2025-06-13 19:00:00+00:00,105193.04,105436.9,104900.0,105110.0,457.03,-1.0
3912,2025-06-13 20:00:00+00:00,105110.01,105508.34,105020.87,105424.0,385.01,-1.0
3913,2025-06-13 21:00:00+00:00,105424.0,105788.79,105326.41,105612.59,270.65,-1.0
3914,2025-06-13 22:00:00+00:00,105612.58,105840.0,105542.0,105751.28,221.74,-1.0
3915,2025-06-13 23:00:00+00:00,105751.29,106179.53,105751.28,106066.59,414.68,-1.0
3916,2025-06-14 00:00:00+00:00,106066.59,106252.0,105703.61,105826.32,1271.51,-1.0
3917,2025-06-14 01:00:00+00:00,105826.32,105826.33,105440.0,105470.35,1198.14,-1.0
3918,2025-06-14 02:00:00+00:00,105470.35,105611.67,105312.88,105374.17,288.68,-1.0
3919,2025-06-14 03:00:00+00:00,105374.18,105440.0,105197.96,105228.82,259.19,-1.0
3920,2025-06-14 04:00:00+00:00,105228.83,105397.06,105212.09,105371.07,216.27,-1.0
3921,2025-06-14 05:00:00+00:00,105371.08,105397.06,105233.95,105288.3,205.18,-1.0
3922,2025-06-14 06:00:00+00:00,105288.3,105321.82,105105.13,105105.13,221.22,1.0
3923,2025-06-14 07:00:00+00:00,105105.14,105144.57,104792.98,105076.59,360.07,1.0
3924,2025-06-14 08:00:00+00:00,105076.59,105132.36,104871.06,105095.03,215.35,1.0
3925,2025-06-14 09:00:00+00:00,105095.04,105110.15,104850.54,104862.26,253.38,1.0
3926,2025-06-14 10:00:00+00:00,104862.26,105117.07,104836.06,105011.92,145.56,1.0
3927,2025-06-14 11:00:00+00:00,105011.92,105096.0,104948.38,105082.01,172.47,1.0
3928,2025-06-14 12:00:00+00:00,105082.01,105100.0,104745.1,105053.63,267.46,1.0
3929,2025-06-14 13:00:00+00:00,105053.64,105131.25,104902.28,105017.41,262.97,1.0
3930,2025-06-14 14:00:00+00:00,105017.41,105060.42,104841.96,104913.01,157.84,1.0
3931,2025-06-14 15:00:00+00:00,104913.01,104983.05,104615.38,104841.3,356.86,1.0
3932,2025-06-14 16:00:00+00:00,104841.29,104900.0,104359.5,104457.85,672.8,-1.0
3933,2025-06-14 17:00:00+00:00,104457.84,104721.53,104404.9,104608.17,342.48,-1.0
3934,2025-06-14 18:00:00+00:00,104608.18,104995.72,104359.08,104892.81,351.24,1.0
3935,2025-06-14 19:00:00+00:00,104892.82,105045.78,104630.19,104645.67,320.7,-1.0
3936,2025-06-14 20:00:00+00:00,104645.66,104991.0,104300.0,104894.29,372.93,-1.0
3937,2025-06-14 21:00:00+00:00,104894.3,105458.71,104867.14,105315.54,414.24,-1.0
3938,2025-06-14 22:00:00+00:00,105315.55,105480.0,105289.45,105428.74,222.44,-1.0
3939,2025-06-14 23:00:00+00:00,105428.75,105480.0,105348.81,105414.64,249.89,1.0
3940,2025-06-15 00:00:00+00:00,105414.63,105663.98,105264.75,105643.99,328.94,1.0
3941,2025-06-15 01:00:00+00:00,105643.99,105680.0,105410.5,105421.03,196.21,1.0
3942,2025-06-15 02:00:00+00:00,105421.03,105624.0,105421.03,105481.02,132.33,1.0
3943,2025-06-15 03:00:00+00:00,105481.03,105566.22,105463.54,105473.55,101.86,-1.0
3944,2025-06-15 04:00:00+00:00,105473.54,105563.04,105473.54,105559.68,100.97,-1.0
3945,2025-06-15 05:00:00+00:00,105559.69,106100.0,105507.65,106073.94,290.03,1.0
3946,2025-06-15 06:00:00+00:00,106073.95,106128.57,105410.43,105440.69,690.51,-1.0
3947,2025-06-15 07:00:00+00:00,105440.7,105453.46,105200.0,105428.0,300.03,-1.0
3948,2025-06-15 08:00:00+00:00,105428.0,105482.4,105134.69,105197.19,259.59,-1.0
3949,2025-06-15 09:00:00+00:00,105197.18,105197.19,104867.64,104915.15,370.65,-1.0
3950,2025-06-15 10:00:00+00:00,104915.15,105188.96,104915.14,105119.99,230.53,-1.0
3951,2025-06-15 11:00:00+00:00,105119.99,105162.51,104915.14,104970.51,196.37,-1.0
3952,2025-06-15 12:00:00+00:00,104970.51,105296.0,104955.48,105289.81,257.3,1.0
3953,2025-06-15 13:00:00+00:00,105289.81,105660.31,105220.65,105515.97,350.87,1.0
3954,2025-06-15 14:00:00+00:00,105515.97,105838.24,105308.82,105657.64,336.0,1.0
3955,2025-06-15 15:00:00+00:00,105657.63,105794.12,105539.0,105564.0,301.29,1.0
3956,2025-06-15 16:00:00+00:00,105563.99,105687.74,105332.0,105567.24,329.81,1.0
3957,2025-06-15 17:00:00+00:00,105567.24,105777.09,105476.4,105689.64,194.06,1.0
3958,2025-06-15 18:00:00+00:00,105689.65,105689.65,105472.0,105485.29,157.3,1.0
3959,2025-06-15 19:00:00+00:00,105485.29,105566.43,105082.97,105294.19,294.77,1.0
3960,2025-06-15 20:00:00+00:00,105294.19,105300.0,104600.13,104729.53,453.56,-1.0
3961,2025-06-15 21:00:00+00:00,104729.53,104828.94,104494.53,104807.75,477.5,-1.0
3962,2025-06-15 22:00:00+00:00,104807.75,105359.96,104734.42,105263.51,432.23,1.0
3963,2025-06-15 23:00:00+00:00,105263.52,105617.82,105226.79,105594.01,381.4,1.0
3964,2025-06-16 00:00:00+00:00,105594.02,105769.85,105352.94,105429.32,422.18,1.0
3965,2025-06-16 01:00:00+00:00,105429.32,105885.0,104980.37,105815.08,559.29,1.0
3966,2025-06-16 02:00:00+00:00,105815.09,105970.59,105684.46,105785.51,435.08,1.0
3967,2025-06-16 03:00:00+00:00,105785.51,105966.0,105708.93,105921.84,263.53,1.0
3968,2025-06-16 04:00:00+00:00,105921.85,106396.3,105874.48,106386.0,656.51,1.0
3969,2025-06-16 05:00:00+00:00,106386.0,106785.71,106312.33,106559.98,595.48,1.0
3970,2025-06-16 06:00:00+00:00,106559.99,106777.38,106510.61,106586.01,445.27,1.0
3971,2025-06-16 07:00:00+00:00,106586.0,107262.31,106586.0,107061.8,1080.93,1.0
3972,2025-06-16 08:00:00+00:00,107061.8,107242.92,106954.47,107180.0,486.61,1.0
3973,2025-06-16 09:00:00+00:00,107180.0,107255.01,106863.98,106945.86,789.4,1.0
3974,2025-06-16 10:00:00+00:00,106945.86,107200.0,106744.66,106834.32,436.81,1.0
3975,2025-06-16 11:00:00+00:00,106834.33,106976.75,106582.25,106883.99,436.12,1.0
3976,2025-06-16 12:00:00+00:00,106884.0,106900.0,106600.0,106690.47,352.58,1.0
3977,2025-06-16 13:00:00+00:00,106690.47,107172.11,106495.09,107160.06,556.72,1.0
3978,2025-06-16 14:00:00+00:00,107160.06,107784.26,106787.99,107533.5,1083.64,1.0
3979,2025-06-16 15:00:00+00:00,107533.5,107715.4,107307.81,107424.96,545.46,1.0
3980,2025-06-16 16:00:00+00:00,107424.96,107906.98,107309.15,107765.99,671.21,1.0
3981,2025-06-16 17:00:00+00:00,107765.99,108017.98,107627.9,107755.0,586.4,1.0
3982,2025-06-16 18:00:00+00:00,107755.01,108278.0,107686.56,108255.96,494.52,1.0
3983,2025-06-16 19:00:00+00:00,108255.97,108888.0,108255.96,108652.0,996.0,1.0
3984,2025-06-16 20:00:00+00:00,108652.01,108849.77,108428.0,108782.68,565.87,1.0
3985,2025-06-16 21:00:00+00:00,108782.68,108817.0,108321.45,108513.1,363.37,1.0
3986,2025-06-16 22:00:00+00:00,108513.1,108952.38,107418.24,107700.01,1124.51,1.0
3987,2025-06-16 23:00:00+00:00,107700.01,107982.63,106700.0,106794.53,975.19,1.0
3988,2025-06-17 00:00:00+00:00,106794.53,107262.31,106115.35,107238.63,1478.94,1.0
3989,2025-06-17 01:00:00+00:00,107238.68,107399.0,106930.23,107173.51,437.61,1.0
3990,2025-06-17 02:00:00+00:00,107173.51,107600.0,106572.07,107482.39,551.95,1.0
3991,2025-06-17 03:00:00+00:00,107482.4,107771.34,107364.89,107590.41,557.5,1.0
3992,2025-06-17 04:00:00+00:00,107590.41,107711.06,107303.01,107333.64,324.25,1.0
3993,2025-06-17 05:00:00+00:00,107333.64,107403.99,107040.0,107122.02,467.4,1.0
3994,2025-06-17 06:00:00+00:00,107122.01,107234.94,106724.0,106832.91,387.24,1.0
3995,2025-06-17 07:00:00+00:00,106832.92,106879.48,106481.6,106758.52,518.06,1.0
3996,2025-06-17 08:00:00+00:00,106758.52,106822.78,106484.89,106568.06,362.9,1.0
3997,2025-06-17 09:00:00+00:00,106568.06,106655.82,106069.55,106160.57,707.97,1.0
3998,2025-06-17 10:00:00+00:00,106160.58,106248.43,105721.29,105956.01,798.37,-1.0
3999,2025-06-17 11:00:00+00:00,105956.01,105956.01,105508.23,105641.47,539.39,-1.0
4000,2025-06-17 12:00:00+00:00,105641.48,105862.03,105420.0,105507.0,548.12,-1.0
4001,2025-06-17 13:00:00+00:00,105506.99,105754.05,105200.0,105349.27,715.72,-1.0
4002,2025-06-17 14:00:00+00:00,105349.28,105694.42,104777.48,104847.33,1268.53,-1.0
4003,2025-06-17 15:00:00+00:00,104847.33,104968.69,104130.95,104241.63,1775.84,-1.0
4004,2025-06-17 16:00:00+00:00,104241.62,104484.97,103500.01,103630.67,1788.59,-1.0
4005,2025-06-17 17:00:00+00:00,103630.67,104250.0,103371.02,103814.01,1318.19,-1.0
4006,2025-06-17 18:00:00+00:00,103814.0,104414.85,103626.05,104414.84,582.51,-1.0
4007,2025-06-17 19:00:00+00:00,104414.84,105336.82,104414.83,104686.12,1030.69,-1.0
4008,2025-06-17 20:00:00+00:00,104686.12,104898.81,104262.88,104362.39,631.41,-1.0
4009,2025-06-17 21:00:00+00:00,104362.39,104822.31,104252.33,104552.58,424.99,-1.0
4010,2025-06-17 22:00:00+00:00,104552.59,104731.61,104203.85,104228.31,339.42,-1.0
4011,2025-06-17 23:00:00+00:00,104228.31,104730.77,104228.31,104551.17,310.82,-1.0
4012,2025-06-18 00:00:00+00:00,104551.17,104857.14,104379.52,104842.78,396.62,-1.0
4013,2025-06-18 01:00:00+00:00,104842.78,105176.61,104680.0,104776.92,347.92,-1.0
4014,2025-06-18 02:00:00+00:00,104776.92,105099.99,104695.82,104856.06,299.75,-1.0
4015,2025-06-18 03:00:00+00:00,104856.06,105240.0,104849.13,105184.84,302.1,-1.0
4016,2025-06-18 04:00:00+00:00,105184.84,105504.67,105074.25,105447.39,286.64,-1.0
4017,2025-06-18 05:00:00+00:00,105447.53,105550.27,105375.05,105423.5,448.35,-1.0
4018,2025-06-18 06:00:00+00:00,105423.51,105527.88,104859.18,104966.2,578.94,-1.0
4019,2025-06-18 07:00:00+00:00,104966.19,105000.9,104713.24,104973.24,445.08,-1.0
4020,2025-06-18 08:00:00+00:00,104973.24,105310.62,104756.33,104949.9,393.93,-1.0
4021,2025-06-18 09:00:00+00:00,104949.91,105142.0,104565.0,104697.03,323.5,-1.0
4022,2025-06-18 10:00:00+00:00,104697.02,104797.06,104175.87,104266.19,531.7,-1.0
4023,2025-06-18 11:00:00+00:00,104266.18,104858.8,104192.46,104840.59,651.35,-1.0
4024,2025-06-18 12:00:00+00:00,104840.58,104908.49,104474.81,104514.0,615.37,-1.0
4025,2025-06-18 13:00:00+00:00,104513.99,104550.92,103814.04,104439.81,1121.36,-1.0
4026,2025-06-18 14:00:00+00:00,104439.82,105325.83,104228.3,104619.88,1418.45,-1.0
4027,2025-06-18 15:00:00+00:00,104619.87,104973.79,104150.13,104801.01,869.23,-1.0
4028,2025-06-18 16:00:00+00:00,104801.01,104836.64,104334.78,104426.93,509.27,-1.0
4029,2025-06-18 17:00:00+00:00,104426.93,104508.0,103615.33,104331.83,918.24,-1.0
4030,2025-06-18 18:00:00+00:00,104332.0,104706.08,103586.0,103623.39,1023.78,-1.0
4031,2025-06-18 19:00:00+00:00,103623.39,104437.7,103500.0,103808.41,839.16,-1.0
4032,2025-06-18 20:00:00+00:00,103808.41,104988.88,103652.0,104822.33,628.85,-1.0
4033,2025-06-18 21:00:00+00:00,104822.34,105139.87,104378.62,105085.5,574.57,1.0
4034,2025-06-18 22:00:00+00:00,105085.49,105138.0,104794.41,104815.23,257.37,1.0
4035,2025-06-18 23:00:00+00:00,104815.23,104956.74,104630.09,104886.78,187.17,1.0
4036,2025-06-19 00:00:00+00:00,104886.79,105226.17,104680.41,104944.06,534.37,1.0
4037,2025-06-19 01:00:00+00:00,104944.06,104964.02,104466.16,104599.25,386.53,-1.0
4038,2025-06-19 02:00:00+00:00,104599.25,105000.64,104457.12,104722.51,325.09,1.0
4039,2025-06-19 03:00:00+00:00,104722.5,105114.45,104722.5,105100.02,233.04,1.0
4040,2025-06-19 04:00:00+00:00,105100.01,105111.37,104803.98,105073.52,300.09,1.0
4041,2025-06-19 05:00:00+00:00,105073.52,105220.0,104819.62,104892.86,274.95,1.0
4042,2025-06-19 06:00:00+00:00,104892.86,104989.34,104630.89,104707.94,280.42,-1.0
4043,2025-06-19 07:00:00+00:00,104707.95,104848.49,104617.69,104642.85,276.76,-1.0
4044,2025-06-19 08:00:00+00:00,104642.85,104986.13,104631.26,104746.12,291.37,-1.0
4045,2025-06-19 09:00:00+00:00,104746.11,105030.0,104729.83,104994.0,284.66,-1.0
4046,2025-06-19 10:00:00+00:00,104994.0,105073.53,104843.7,104913.19,199.63,-1.0
4047,2025-06-19 11:00:00+00:00,104913.19,104913.2,104720.1,104776.23,173.89,-1.0
4048,2025-06-19 12:00:00+00:00,104776.23,104917.05,104663.77,104752.6,249.88,-1.0
4049,2025-06-19 13:00:00+00:00,104752.61,104785.15,104244.11,104283.33,413.7,-1.0
4050,2025-06-19 14:00:00+00:00,104283.33,104690.47,104109.06,104148.6,435.78,-1.0
4051,2025-06-19 15:00:00+00:00,104148.61,104443.94,104078.0,104096.93,496.12,-1.0
4052,2025-06-19 16:00:00+00:00,104096.94,104425.15,103933.33,104001.13,377.2,-1.0
4053,2025-06-19 17:00:00+00:00,104001.13,104814.73,103929.27,104521.31,684.01,-1.0
4054,2025-06-19 18:00:00+00:00,104521.32,104694.01,104294.09,104392.53,296.22,-1.0
4055,2025-06-19 19:00:00+00:00,104392.54,104464.29,104126.98,104250.44,266.79,-1.0
4056,2025-06-19 20:00:00+00:00,104250.45,104496.0,104150.0,104266.82,161.13,-1.0
4057,2025-06-19 21:00:00+00:00,104266.83,104413.66,104228.53,104332.45,176.52,-1.0
4058,2025-06-19 22:00:00+00:00,104332.45,104774.32,104332.45,104596.29,323.89,1.0
4059,2025-06-19 23:00:00+00:00,104596.29,104898.31,104463.56,104658.59,236.37,1.0
4060,2025-06-20 00:00:00+00:00,104658.59,104820.0,104563.25,104692.74,238.62,1.0
4061,2025-06-20 01:00:00+00:00,104692.74,104797.06,104391.38,104778.5,179.32,1.0
4062,2025-06-20 02:00:00+00:00,104778.5,104800.0,104496.5,104628.0,378.43,-1.0
4063,2025-06-20 03:00:00+00:00,104628.0,104700.0,104511.0,104596.63,230.05,-1.0
4064,2025-06-20 04:00:00+00:00,104596.64,104600.0,104238.02,104258.59,233.18,-1.0
4065,2025-06-20 05:00:00+00:00,104258.59,104585.99,104258.59,104584.68,326.09,-1.0
4066,2025-06-20 06:00:00+00:00,104584.68,104769.25,104584.68,104719.86,234.99,-1.0
4067,2025-06-20 07:00:00+00:00,104719.86,105825.66,104648.46,105811.74,1083.84,1.0
4068,2025-06-20 08:00:00+00:00,105811.74,106524.65,105780.76,105959.68,1568.81,1.0
